date,year,month,month_name,day_of_week,age,age_group,gender,race,threat_level,flee,armed,armed_status,manner_of_death,signs_of_mental_illness,body_camera,state,city
2015-08-05,2015,8,August,Wednesday,51.0,46-55,M,W,other,Not fleeing,knife,Armed,shot,True,False,WI,Greenfield
2015-08-05,2015,8,August,Wednesday,39.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,HI,Maui
2015-08-05,2015,8,August,Wednesday,20.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,VA,Richmond
2015-08-05,2015,8,August,Wednesday,29.0,26-35,M,W,attack,Not fleeing,hatchet,Armed,shot,True,False,TN,Antioch
2015-08-05,2015,8,August,Wednesday,40.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WA,Tacoma
2015-08-06,2015,8,August,Thursday,42.0,36-45,M,H,attack,Not fleeing,knife,Armed,shot,False,False,KY,Elsmere
2015-08-06,2015,8,August,Thursday,22.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,TX,El Paso
2015-08-07,2015,8,August,Friday,19.0,18-25,M,B,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,TX,Arlington
2015-08-07,2015,8,August,Friday,24.0,18-25,M,H,other,Not fleeing,sharp object,Armed,shot,True,True,NV,Las Vegas
2015-08-07,2015,8,August,Friday,30.0,26-35,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,CA,Fresno
2015-08-07,2015,8,August,Friday,53.0,46-55,M,W,other,Car,vehicle,Armed,shot,False,False,MT,Superior
2015-08-07,2015,8,August,Friday,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NC,Greenville
2015-08-07,2015,8,August,Friday,28.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,False,False,CA,Long Beach
2015-08-08,2015,8,August,Saturday,33.0,26-35,M,,attack,Not fleeing,gun,Armed,shot,False,False,TX,Brookshire
2015-08-08,2015,8,August,Saturday,24.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,SC,Summerville
2015-08-08,2015,8,August,Saturday,59.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NC,Gastonia
2015-08-08,2015,8,August,Saturday,46.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WA,Spokane
2015-08-09,2015,8,August,Sunday,15.0,<18,M,B,attack,Not fleeing,vehicle,Armed,shot,False,False,IN,Indianapolis
2015-08-09,2015,8,August,Sunday,41.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OK,Ardmore
2015-08-09,2015,8,August,Sunday,77.0,66+,M,,attack,Not fleeing,toy weapon,Armed,shot,True,False,PA,Pittston
2015-08-09,2015,8,August,Sunday,22.0,18-25,M,H,attack,Foot,meat cleaver,Armed,shot,False,False,CA,San Jose
2015-08-10,2015,8,August,Monday,24.0,18-25,M,W,other,Not fleeing,vehicle,Armed,shot,False,False,AZ,Gilbert
2015-08-11,2015,8,August,Tuesday,34.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,ID,Sandpoint
2015-08-11,2015,8,August,Tuesday,48.0,46-55,M,W,other,Not fleeing,knife,Armed,shot and Tasered,False,False,TX,Waco
2015-08-12,2015,8,August,Wednesday,24.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Odessa
2015-08-12,2015,8,August,Wednesday,27.0,26-35,M,B,attack,Car,gun,Armed,shot,False,True,CA,Oakland
2015-08-12,2015,8,August,Wednesday,30.0,26-35,F,B,other,Not fleeing,knife,Armed,shot and Tasered,False,False,CA,Los Angeles
2015-08-12,2015,8,August,Wednesday,27.0,26-35,M,H,attack,Car,gun,Armed,shot,False,False,CA,Hemet
2015-08-12,2015,8,August,Wednesday,27.0,26-35,M,B,attack,Car,gun,Armed,shot,False,False,OH,Toledo
2015-08-12,2015,8,August,Wednesday,49.0,46-55,M,W,undetermined,Car,gun,Armed,shot,False,False,NM,Hobbs
2015-08-14,2015,8,August,Friday,38.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NY,Staten Island
2015-08-14,2015,8,August,Friday,26.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,TX,Boerne
2015-08-14,2015,8,August,Friday,30.0,26-35,M,B,attack,Foot,unarmed,Unarmed/Unknown,shot,True,False,MD,District Heights
2015-08-14,2015,8,August,Friday,53.0,46-55,M,W,attack,Car,box cutter,Armed,shot and Tasered,False,False,CT,Bolton
2015-08-15,2015,8,August,Saturday,43.0,36-45,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,False,False,IN,Hanover
2015-08-15,2015,8,August,Saturday,23.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,CA,Sunnyvale
2015-08-15,2015,8,August,Saturday,34.0,26-35,M,B,attack,Not fleeing,,Unknown,shot,False,False,CA,Inyokern
2015-08-15,2015,8,August,Saturday,30.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NV,Carson City
2015-08-16,2015,8,August,Sunday,29.0,26-35,M,H,other,Not fleeing,gun,Armed,shot,False,False,CA,San Jose
2015-08-16,2015,8,August,Sunday,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Kerrville
2015-08-17,2015,8,August,Monday,35.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,TX,Houston
2015-08-17,2015,8,August,Monday,40.0,36-45,M,H,other,Foot,unarmed,Unarmed/Unknown,shot,False,False,CA,San Jose
2015-08-19,2015,8,August,Wednesday,18.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,MO,St. Louis
2015-08-19,2015,8,August,Wednesday,24.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,MI,Bloomfield Township
2015-08-19,2015,8,August,Wednesday,29.0,26-35,M,W,attack,Foot,gun,Armed,shot,True,False,WA,Hunters
2015-08-19,2015,8,August,Wednesday,44.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,NC,Canton
2015-08-20,2015,8,August,Thursday,19.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OH,Beverly
2015-08-20,2015,8,August,Thursday,50.0,46-55,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,True,False,AL,Tuscaloosa
2015-08-20,2015,8,August,Thursday,17.0,<18,M,H,attack,Not fleeing,gun,Armed,shot,True,False,CA,Ontario
2015-08-21,2015,8,August,Friday,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,True,False,WA,Grapeview
2015-08-21,2015,8,August,Friday,30.0,26-35,M,W,attack,Car,vehicle,Armed,shot,False,False,MD,North East
2015-08-21,2015,8,August,Friday,38.0,36-45,M,W,other,Not fleeing,knife,Armed,shot,False,False,NC,Wake Forest
2015-08-22,2015,8,August,Saturday,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MN,Cohasset
2015-08-22,2015,8,August,Saturday,39.0,36-45,M,B,attack,Foot,gun,Armed,shot and Tasered,False,False,NY,Troy
2015-08-22,2015,8,August,Saturday,29.0,26-35,M,W,undetermined,Not fleeing,carjack,Armed,shot,False,False,CA,Bakersfield
2015-08-22,2015,8,August,Saturday,26.0,26-35,M,W,attack,Car,vehicle,Armed,shot,False,False,KS,Wichita
2015-08-22,2015,8,August,Saturday,64.0,56-65,M,W,other,Not fleeing,knife,Armed,shot,False,False,VA,King George
2015-08-23,2015,8,August,Sunday,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,FL,Jacksonville
2015-08-23,2015,8,August,Sunday,36.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,AL,Arab
2015-08-23,2015,8,August,Sunday,21.0,18-25,M,W,attack,Not fleeing,toy weapon,Armed,shot,False,False,NJ,Brick Township
2015-08-23,2015,8,August,Sunday,53.0,46-55,M,B,attack,Not fleeing,gun,Armed,shot,False,False,NC,Archdale
2015-08-23,2015,8,August,Sunday,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NV,Las Vegas
2015-08-25,2015,8,August,Tuesday,30.0,26-35,M,H,attack,Foot,gun,Armed,shot,False,False,NM,Santa Fe
2015-08-25,2015,8,August,Tuesday,34.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,False,False,PA,West Chester
2015-08-25,2015,8,August,Tuesday,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Thonotosassa
2015-08-25,2015,8,August,Tuesday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Phoenix
2015-08-25,2015,8,August,Tuesday,22.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,FL,Miami
2015-08-26,2015,8,August,Wednesday,22.0,18-25,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,TN,Hendersonville
2015-08-26,2015,8,August,Wednesday,46.0,46-55,M,W,attack,Car,gun,Armed,shot,False,False,TN,Chattanooga
2015-08-26,2015,8,August,Wednesday,27.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,UT,West Jordan
2015-08-27,2015,8,August,Thursday,42.0,36-45,M,B,attack,Not fleeing,box cutter,Armed,shot and Tasered,False,False,TX,Dallas
2015-08-27,2015,8,August,Thursday,30.0,26-35,M,B,attack,Not fleeing,chain,Armed,shot,False,True,CA,Oakland
2015-08-27,2015,8,August,Thursday,54.0,46-55,M,W,other,Not fleeing,box cutter,Armed,shot,False,True,CA,San Diego
2015-08-27,2015,8,August,Thursday,29.0,26-35,M,H,attack,Not fleeing,contractor's level,Armed,shot,False,False,CA,Los Angeles
2015-08-28,2015,8,August,Friday,41.0,36-45,M,H,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,True,False,TX,San Antonio
2015-08-28,2015,8,August,Friday,28.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,True,UT,Spanish Fork
2015-08-28,2015,8,August,Friday,61.0,56-65,M,B,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,NY,Mount Vernon
2015-08-28,2015,8,August,Friday,23.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Longview
2015-08-29,2015,8,August,Saturday,25.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,NV,North Las Vegas
2015-08-29,2015,8,August,Saturday,,,M,W,other,Not fleeing,knife,Armed,shot,False,False,TX,San Antonio
2015-08-29,2015,8,August,Saturday,29.0,26-35,M,H,undetermined,Car,unarmed,Unarmed/Unknown,shot,False,False,IL,Chicago
2015-08-30,2015,8,August,Sunday,20.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OK,Cushing
2015-08-30,2015,8,August,Sunday,40.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Tucson
2015-08-31,2015,8,August,Monday,45.0,36-45,M,W,attack,Foot,knife,Armed,shot,False,False,CO,Loveland
2015-09-01,2015,9,September,Tuesday,33.0,26-35,M,B,attack,Foot,guns and explosives,Armed,shot,False,False,WV,Bluefield
2015-09-01,2015,9,September,Tuesday,76.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OH,Twinsburg
2015-09-01,2015,9,September,Tuesday,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NM,Artesia
2015-09-02,2015,9,September,Wednesday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,True,AZ,Prescott
2015-09-03,2015,9,September,Thursday,40.0,36-45,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,True,CA,Fresno
2015-09-04,2015,9,September,Friday,37.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,SD,Mitchell
2015-09-04,2015,9,September,Friday,49.0,46-55,M,H,attack,Not fleeing,metal pipe,Armed,shot and Tasered,False,False,IN,French Lick
2015-09-04,2015,9,September,Friday,27.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,CA,Weitchpec
2015-09-04,2015,9,September,Friday,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Springtown
2015-09-04,2015,9,September,Friday,23.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,NH,Merrimack
2015-09-05,2015,9,September,Saturday,21.0,18-25,M,B,attack,Not fleeing,toy weapon,Armed,shot,True,False,NC,Durham
2015-09-05,2015,9,September,Saturday,32.0,26-35,M,H,other,Not fleeing,metal pipe,Armed,shot,True,True,CA,Ontario
2015-09-05,2015,9,September,Saturday,35.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,VA,Virginia Beach
2015-09-05,2015,9,September,Saturday,28.0,26-35,F,B,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,VA,Virginia Beach
2015-09-06,2015,9,September,Sunday,59.0,56-65,M,H,attack,Car,gun,Armed,shot,False,False,FL,Little Havana
2015-09-06,2015,9,September,Sunday,28.0,26-35,M,B,attack,Car,gun,Armed,shot,True,False,LA,Shreveport
2015-09-06,2015,9,September,Sunday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NM,Hobbs
2015-09-07,2015,9,September,Monday,45.0,36-45,M,H,other,Foot,metal pipe,Armed,shot,False,True,CA,Fresno
2015-09-08,2015,9,September,Tuesday,19.0,18-25,M,N,attack,Not fleeing,gun,Armed,shot,False,False,AK,Fairbanks
2015-09-09,2015,9,September,Wednesday,25.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Ashwaubenon
2015-09-09,2015,9,September,Wednesday,37.0,36-45,M,B,other,Not fleeing,guns and explosives,Armed,shot,True,False,MO,Kansas City
2015-09-09,2015,9,September,Wednesday,33.0,26-35,M,N,attack,Car,gun,Armed,shot,False,False,AK,Fairbanks
2015-09-09,2015,9,September,Wednesday,59.0,56-65,M,A,attack,Not fleeing,knife,Armed,shot,False,False,CA,El Monte
2015-09-10,2015,9,September,Thursday,31.0,26-35,M,A,attack,Not fleeing,knife,Armed,shot,False,False,NY,Potsdam
2015-09-10,2015,9,September,Thursday,35.0,26-35,M,,other,Not fleeing,knife,Armed,shot,True,False,CA,Fontana
2015-09-10,2015,9,September,Thursday,29.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IN,Indianapolis
2015-09-10,2015,9,September,Thursday,32.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,CA,Lodi
2015-09-10,2015,9,September,Thursday,41.0,36-45,M,H,attack,Car,gun,Armed,shot,False,False,CA,Downey
2015-09-11,2015,9,September,Friday,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,PA,Chester
2015-09-11,2015,9,September,Friday,44.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,CO,Broomfield
2015-09-12,2015,9,September,Saturday,23.0,18-25,M,W,undetermined,Other,undetermined,Unarmed/Unknown,shot,False,False,AL,Sylacauga
2015-09-12,2015,9,September,Saturday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TN,West Knox
2015-09-13,2015,9,September,Sunday,39.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,IA,Wellman
2015-09-13,2015,9,September,Sunday,67.0,66+,M,B,attack,Not fleeing,gun,Armed,shot,True,False,OK,McAlester
2015-09-13,2015,9,September,Sunday,29.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,TX,Clute
2015-09-14,2015,9,September,Monday,25.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,KY,Princeton
2015-09-14,2015,9,September,Monday,28.0,26-35,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,Barstow
2015-09-15,2015,9,September,Tuesday,21.0,18-25,M,B,attack,Not fleeing,unknown weapon,Armed,shot,False,False,LA,Chalmette
2015-09-15,2015,9,September,Tuesday,32.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,True,CA,Panorama City
2015-09-15,2015,9,September,Tuesday,51.0,46-55,M,H,undetermined,Car,gun,Armed,shot,True,False,FL,Miami
2015-09-15,2015,9,September,Tuesday,39.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Los Angeles
2015-09-15,2015,9,September,Tuesday,27.0,26-35,M,B,other,Not fleeing,gun,Armed,shot,False,False,LA,Alexandria
2015-09-16,2015,9,September,Wednesday,31.0,26-35,M,W,attack,Foot,gun,Armed,shot,True,False,SD,Lead
2015-09-17,2015,9,September,Thursday,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MI,Beaverton
2015-09-17,2015,9,September,Thursday,,,M,W,attack,Not fleeing,gun,Armed,shot,False,False,KY,Brodhead
2015-09-18,2015,9,September,Friday,32.0,26-35,M,W,undetermined,Car,vehicle,Armed,shot,False,False,CA,San Bernardino
2015-09-18,2015,9,September,Friday,47.0,46-55,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,TN,Dickson
2015-09-19,2015,9,September,Saturday,46.0,46-55,M,W,attack,Car,gun,Armed,shot,False,False,LA,Slidell
2015-09-19,2015,9,September,Saturday,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,True,True,AL,Washington County
2015-09-20,2015,9,September,Sunday,23.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,True,VA,Harrisonburg
2015-09-20,2015,9,September,Sunday,56.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IN,Shelbyville
2015-09-21,2015,9,September,Monday,24.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,Dallas
2015-09-21,2015,9,September,Monday,27.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Sand City
2015-09-21,2015,9,September,Monday,23.0,18-25,F,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Sand City
2015-09-21,2015,9,September,Monday,21.0,18-25,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,False,False,TX,Paris
2015-09-21,2015,9,September,Monday,26.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Barberville
2015-09-21,2015,9,September,Monday,34.0,26-35,M,H,other,Foot,stapler,Armed,shot,False,False,FL,Auburndale
2015-09-22,2015,9,September,Tuesday,32.0,26-35,M,B,attack,Car,gun,Armed,shot,False,False,CA,Oakland
2015-09-22,2015,9,September,Tuesday,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,FL,Niceville
2015-09-22,2015,9,September,Tuesday,55.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,CA,Happy Valley
2015-09-22,2015,9,September,Tuesday,26.0,26-35,M,,attack,Not fleeing,gun,Armed,shot,False,False,NV,North Las Vegas
2015-09-23,2015,9,September,Wednesday,48.0,46-55,M,O,attack,Not fleeing,knife,Armed,shot,False,False,UT,Salt Lake City
2015-09-23,2015,9,September,Wednesday,35.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,McKinney
2015-09-23,2015,9,September,Wednesday,19.0,18-25,M,B,other,Foot,unarmed,Unarmed/Unknown,shot,False,False,MD,Reisterstown
2015-09-23,2015,9,September,Wednesday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,VA,Grayson County
2015-09-23,2015,9,September,Wednesday,28.0,26-35,M,B,undetermined,Not fleeing,gun,Armed,shot,True,False,DE,Wilmington
2015-09-24,2015,9,September,Thursday,42.0,36-45,M,H,attack,Not fleeing,knife,Armed,shot,False,False,FL,Miami
2015-09-24,2015,9,September,Thursday,17.0,<18,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Fountain
2015-09-24,2015,9,September,Thursday,30.0,26-35,M,O,other,Not fleeing,screwdriver,Armed,shot,True,False,MN,St. Paul
2015-09-25,2015,9,September,Friday,21.0,18-25,M,W,undetermined,Other,unarmed,Unarmed/Unknown,shot,False,False,OH,Akron
2015-09-25,2015,9,September,Friday,33.0,26-35,M,B,other,Not fleeing,box cutter,Armed,shot and Tasered,False,False,IL,Chicago
2015-09-25,2015,9,September,Friday,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Wilhoit
2015-09-26,2015,9,September,Saturday,46.0,46-55,M,B,attack,Not fleeing,knife,Armed,shot,False,False,LA,Baton Rouge
2015-09-26,2015,9,September,Saturday,23.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NM,Lovington
2015-09-27,2015,9,September,Sunday,37.0,36-45,F,H,other,Not fleeing,knife,Armed,shot,True,True,CA,Los Angeles
2015-09-27,2015,9,September,Sunday,43.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Rossville
2015-09-27,2015,9,September,Sunday,40.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,TX,Ponder
2015-09-28,2015,9,September,Monday,31.0,26-35,M,B,attack,Foot,unarmed,Unarmed/Unknown,shot and Tasered,False,False,FL,Miami
2015-09-28,2015,9,September,Monday,59.0,56-65,M,H,attack,Not fleeing,toy weapon,Armed,shot,False,True,CA,San Ysidro
2015-09-29,2015,9,September,Tuesday,46.0,46-55,M,N,attack,Not fleeing,blunt object,Armed,shot,False,False,SD,Rapid City
2015-09-29,2015,9,September,Tuesday,37.0,36-45,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,MN,Mora
2015-09-30,2015,9,September,Wednesday,28.0,26-35,M,B,attack,Car,gun,Armed,shot,False,False,WV,Beckley
2015-10-02,2015,10,October,Friday,28.0,26-35,M,H,attack,Car,gun,Armed,shot,False,False,AZ,Sierra Vista
2015-10-02,2015,10,October,Friday,26.0,26-35,M,H,attack,Not fleeing,knife,Armed,shot and Tasered,False,False,CA,Rialto
2015-10-02,2015,10,October,Friday,55.0,46-55,F,W,other,Not fleeing,knife,Armed,shot,True,False,OR,Aloha
2015-10-02,2015,10,October,Friday,29.0,26-35,M,W,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,TX,Amarillo
2015-10-04,2015,10,October,Sunday,45.0,36-45,M,,undetermined,Not fleeing,beer bottle,Armed,shot,False,False,CA,Van Nuys
2015-10-04,2015,10,October,Sunday,27.0,26-35,M,W,attack,Foot,gun,Armed,shot,True,False,AL,Muscle Shoals
2015-10-04,2015,10,October,Sunday,31.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IL,Chicago
2015-10-05,2015,10,October,Monday,51.0,46-55,M,W,attack,Foot,gun,Armed,shot,False,False,TX,Hurst
2015-10-05,2015,10,October,Monday,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NJ,Woodbridge
2015-10-05,2015,10,October,Monday,27.0,26-35,M,O,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,OH,Akron
2015-10-05,2015,10,October,Monday,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OK,Midwest City
2015-10-06,2015,10,October,Tuesday,39.0,36-45,M,,attack,Not fleeing,gun,Armed,shot,True,False,CA,Monterey
2015-10-07,2015,10,October,Wednesday,46.0,46-55,M,H,attack,Not fleeing,machete,Armed,shot,False,False,FL,West Palm Beach
2015-10-09,2015,10,October,Friday,19.0,18-25,M,B,other,Not fleeing,knife,Armed,shot,False,False,MD,Columbia
2015-10-09,2015,10,October,Friday,62.0,56-65,F,,attack,Not fleeing,gun,Armed,shot,False,False,CA,Aguanga
2015-10-10,2015,10,October,Saturday,49.0,46-55,M,W,attack,Not fleeing,vehicle,Armed,shot,True,False,MA,Beverly
2015-10-10,2015,10,October,Saturday,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CT,Old Saybrook
2015-10-10,2015,10,October,Saturday,38.0,36-45,M,W,other,Car,vehicle,Armed,shot,True,False,CA,Pinion Hills
2015-10-10,2015,10,October,Saturday,40.0,36-45,M,W,attack,Not fleeing,crossbow,Armed,shot,False,False,MI,Cato Township
2015-10-10,2015,10,October,Saturday,35.0,26-35,M,H,undetermined,Not fleeing,unknown weapon,Armed,shot and Tasered,False,False,IL,Lisle
2015-10-11,2015,10,October,Sunday,34.0,26-35,M,H,undetermined,Other,undetermined,Unarmed/Unknown,shot,False,False,CA,San Bernardino
2015-10-11,2015,10,October,Sunday,44.0,36-45,M,A,attack,Not fleeing,gun,Armed,shot,False,False,LA,Lakes Charles
2015-10-11,2015,10,October,Sunday,23.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Taylors
2015-10-11,2015,10,October,Sunday,43.0,36-45,M,H,other,Car,machete,Armed,shot,False,False,TX,West Odessa
2015-10-12,2015,10,October,Monday,,,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OK,Lawton
2015-10-12,2015,10,October,Monday,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MS,Brookhaven
2015-10-14,2015,10,October,Wednesday,27.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Cartersville
2015-10-14,2015,10,October,Wednesday,46.0,46-55,F,W,attack,Car,gun,Armed,shot,True,False,FL,Naples
2015-10-14,2015,10,October,Wednesday,18.0,18-25,M,H,other,Car,vehicle,Armed,shot,False,False,CA,Indio
2015-10-14,2015,10,October,Wednesday,59.0,56-65,M,,attack,Not fleeing,gun,Armed,shot,False,False,CA,Seaside
2015-10-14,2015,10,October,Wednesday,57.0,56-65,M,B,attack,Not fleeing,gun,Armed,shot,False,False,AL,Monroeville
2015-10-15,2015,10,October,Thursday,15.0,<18,M,H,attack,Car,gun,Armed,shot,False,False,FL,Miami
2015-10-15,2015,10,October,Thursday,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2015-10-15,2015,10,October,Thursday,50.0,46-55,F,W,attack,Car,gun,Armed,shot,True,False,NV,Las Vegas
2015-10-15,2015,10,October,Thursday,31.0,26-35,M,W,attack,Car,toy weapon,Armed,shot,False,False,OH,Parma
2015-10-15,2015,10,October,Thursday,35.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,WA,Kirkland
2015-10-15,2015,10,October,Thursday,27.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Francisco
2015-10-15,2015,10,October,Thursday,20.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,TX,Houston
2015-10-16,2015,10,October,Friday,27.0,26-35,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,CA,Valinda
2015-10-16,2015,10,October,Friday,45.0,36-45,M,,attack,Not fleeing,gun,Armed,shot,False,False,GA,Barrow County
2015-10-16,2015,10,October,Friday,33.0,26-35,M,B,undetermined,Foot,undetermined,Unarmed/Unknown,shot,False,False,MS,Columbus
2015-10-17,2015,10,October,Saturday,22.0,18-25,M,H,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,Modesto
2015-10-17,2015,10,October,Saturday,28.0,26-35,M,B,other,Not fleeing,knife,Armed,shot and Tasered,True,False,PA,York
2015-10-18,2015,10,October,Sunday,31.0,26-35,M,B,undetermined,Not fleeing,gun,Armed,shot,False,False,FL,Palm Beach Gardens
2015-10-18,2015,10,October,Sunday,28.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,CA,Fresno
2015-10-19,2015,10,October,Monday,53.0,46-55,M,B,attack,Not fleeing,vehicle,Armed,shot,False,False,CA,Los Angeles
2015-10-20,2015,10,October,Tuesday,30.0,26-35,M,W,attack,Not fleeing,toy weapon,Armed,shot,False,False,KY,Louisville
2015-10-20,2015,10,October,Tuesday,39.0,36-45,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,San Diego
2015-10-20,2015,10,October,Tuesday,40.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NM,Truth or Consequences
2015-10-20,2015,10,October,Tuesday,30.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,False,False,LA,Mandeville
