date,year,month,age,age_group,gender,race,threat_level,flee,armed,armed_status,manner_of_death,signs_of_mental_illness,body_camera,state,city
2015-08-25,2015,8,30.0,26-35,M,H,attack,Foot,gun,Armed,shot,False,False,NM,Santa Fe
2015-08-25,2015,8,34.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,False,False,PA,West Chester
2015-08-25,2015,8,53.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Thonotosassa
2015-08-25,2015,8,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Phoenix
2015-08-25,2015,8,22.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,FL,Miami
2015-08-26,2015,8,22.0,18-25,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,TN,Hendersonville
2015-08-26,2015,8,46.0,46-55,M,W,attack,Car,gun,Armed,shot,False,False,TN,Chattanooga
2015-08-26,2015,8,27.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,UT,West Jordan
2015-08-27,2015,8,42.0,36-45,M,B,attack,Not fleeing,box cutter,Armed,shot and Tasered,False,False,TX,Dallas
2015-08-27,2015,8,30.0,26-35,M,B,attack,Not fleeing,chain,Armed,shot,False,True,CA,Oakland
2015-08-27,2015,8,54.0,46-55,M,W,other,Not fleeing,box cutter,Armed,shot,False,True,CA,San Diego
2015-08-27,2015,8,29.0,26-35,M,H,attack,Not fleeing,contractor's level,Armed,shot,False,False,CA,Los Angeles
2015-08-28,2015,8,41.0,36-45,M,H,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,True,False,TX,San Antonio
2015-08-28,2015,8,28.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,True,UT,Spanish Fork
2015-08-28,2015,8,61.0,56-65,M,B,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,NY,Mount Vernon
2015-08-28,2015,8,23.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Longview
2015-08-29,2015,8,25.0,18-25,M,B,attack,Foot,gun,Armed,shot,False,False,NV,North Las Vegas
2015-08-29,2015,8,,,M,W,other,Not fleeing,knife,Armed,shot,False,False,TX,San Antonio
2015-08-29,2015,8,29.0,26-35,M,H,undetermined,Car,unarmed,Unarmed/Unknown,shot,False,False,IL,Chicago
2015-08-30,2015,8,20.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OK,Cushing
2015-08-30,2015,8,40.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Tucson
2015-08-31,2015,8,45.0,36-45,M,W,attack,Foot,knife,Armed,shot,False,False,CO,Loveland
2015-09-01,2015,9,33.0,26-35,M,B,attack,Foot,guns and explosives,Armed,shot,False,False,WV,Bluefield
2015-09-01,2015,9,76.0,66+,M,W,attack,Not fleeing,gun,Armed,shot,False,False,OH,Twinsburg
2015-09-01,2015,9,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NM,Artesia
2015-09-02,2015,9,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,True,AZ,Prescott
2015-09-03,2015,9,40.0,36-45,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,True,CA,Fresno
2015-09-04,2015,9,37.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,SD,Mitchell
2015-09-04,2015,9,49.0,46-55,M,H,attack,Not fleeing,metal pipe,Armed,shot and Tasered,False,False,IN,French Lick
2015-09-04,2015,9,27.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,CA,Weitchpec
2015-09-04,2015,9,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,Springtown
2015-09-04,2015,9,23.0,18-25,M,W,other,Not fleeing,knife,Armed,shot,True,False,NH,Merrimack
2015-09-05,2015,9,21.0,18-25,M,B,attack,Not fleeing,toy weapon,Armed,shot,True,False,NC,Durham
2015-09-05,2015,9,32.0,26-35,M,H,other,Not fleeing,metal pipe,Armed,shot,True,True,CA,Ontario
2015-09-05,2015,9,35.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,VA,Virginia Beach
2015-09-05,2015,9,28.0,26-35,F,B,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,VA,Virginia Beach
2015-09-06,2015,9,59.0,56-65,M,H,attack,Car,gun,Armed,shot,False,False,FL,Little Havana
2015-09-06,2015,9,28.0,26-35,M,B,attack,Car,gun,Armed,shot,True,False,LA,Shreveport
2015-09-06,2015,9,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NM,Hobbs
2015-09-07,2015,9,45.0,36-45,M,H,other,Foot,metal pipe,Armed,shot,False,True,CA,Fresno
2015-09-08,2015,9,19.0,18-25,M,N,attack,Not fleeing,gun,Armed,shot,False,False,AK,Fairbanks
2015-09-09,2015,9,25.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Ashwaubenon
2015-09-09,2015,9,37.0,36-45,M,B,other,Not fleeing,guns and explosives,Armed,shot,True,False,MO,Kansas City
2015-09-09,2015,9,33.0,26-35,M,N,attack,Car,gun,Armed,shot,False,False,AK,Fairbanks
2015-09-09,2015,9,59.0,56-65,M,A,attack,Not fleeing,knife,Armed,shot,False,False,CA,El Monte
2015-09-10,2015,9,31.0,26-35,M,A,attack,Not fleeing,knife,Armed,shot,False,False,NY,Potsdam
2015-09-10,2015,9,35.0,26-35,M,,other,Not fleeing,knife,Armed,shot,True,False,CA,Fontana
2015-09-10,2015,9,29.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IN,Indianapolis
2015-09-10,2015,9,32.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,CA,Lodi
2015-09-10,2015,9,41.0,36-45,M,H,attack,Car,gun,Armed,shot,False,False,CA,Downey
2015-09-11,2015,9,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,PA,Chester
2015-09-11,2015,9,44.0,36-45,M,W,attack,Car,gun,Armed,shot,False,False,CO,Broomfield
2015-09-12,2015,9,23.0,18-25,M,W,undetermined,Other,undetermined,Unarmed/Unknown,shot,False,False,AL,Sylacauga
2015-09-12,2015,9,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TN,West Knox
2015-09-13,2015,9,39.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,IA,Wellman
2015-09-13,2015,9,67.0,66+,M,B,attack,Not fleeing,gun,Armed,shot,True,False,OK,McAlester
2015-09-13,2015,9,29.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,TX,Clute
2015-09-14,2015,9,25.0,18-25,M,B,attack,Car,gun,Armed,shot,False,False,KY,Princeton
2015-09-14,2015,9,28.0,26-35,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,Barstow
2015-09-15,2015,9,21.0,18-25,M,B,attack,Not fleeing,unknown weapon,Armed,shot,False,False,LA,Chalmette
2015-09-15,2015,9,32.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,True,CA,Panorama City
2015-09-15,2015,9,51.0,46-55,M,H,undetermined,Car,gun,Armed,shot,True,False,FL,Miami
2015-09-15,2015,9,39.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Los Angeles
2015-09-15,2015,9,27.0,26-35,M,B,other,Not fleeing,gun,Armed,shot,False,False,LA,Alexandria
2015-09-16,2015,9,31.0,26-35,M,W,attack,Foot,gun,Armed,shot,True,False,SD,Lead
2015-09-17,2015,9,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MI,Beaverton
2015-09-17,2015,9,,,M,W,attack,Not fleeing,gun,Armed,shot,False,False,KY,Brodhead
2015-09-18,2015,9,32.0,26-35,M,W,undetermined,Car,vehicle,Armed,shot,False,False,CA,San Bernardino
2015-09-18,2015,9,47.0,46-55,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,TN,Dickson
2015-09-19,2015,9,46.0,46-55,M,W,attack,Car,gun,Armed,shot,False,False,LA,Slidell
2015-09-19,2015,9,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,True,True,AL,Washington County
2015-09-20,2015,9,23.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,True,VA,Harrisonburg
2015-09-20,2015,9,56.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,IN,Shelbyville
2015-09-21,2015,9,24.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,Dallas
2015-09-21,2015,9,27.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Sand City
2015-09-21,2015,9,23.0,18-25,F,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Sand City
2015-09-21,2015,9,21.0,18-25,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot and Tasered,False,False,TX,Paris
2015-09-21,2015,9,26.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,FL,Barberville
2015-09-21,2015,9,34.0,26-35,M,H,other,Foot,stapler,Armed,shot,False,False,FL,Auburndale
2015-09-22,2015,9,32.0,26-35,M,B,attack,Car,gun,Armed,shot,False,False,CA,Oakland
2015-09-22,2015,9,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,FL,Niceville
2015-09-22,2015,9,55.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,CA,Happy Valley
2015-09-22,2015,9,26.0,26-35,M,,attack,Not fleeing,gun,Armed,shot,False,False,NV,North Las Vegas
2015-09-23,2015,9,48.0,46-55,M,O,attack,Not fleeing,knife,Armed,shot,False,False,UT,Salt Lake City
2015-09-23,2015,9,35.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TX,McKinney
2015-09-23,2015,9,19.0,18-25,M,B,other,Foot,unarmed,Unarmed/Unknown,shot,False,False,MD,Reisterstown
2015-09-23,2015,9,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,VA,Grayson County
2015-09-23,2015,9,28.0,26-35,M,B,undetermined,Not fleeing,gun,Armed,shot,True,False,DE,Wilmington
2015-09-24,2015,9,42.0,36-45,M,H,attack,Not fleeing,knife,Armed,shot,False,False,FL,Miami
2015-09-24,2015,9,17.0,<18,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Fountain
2015-09-24,2015,9,30.0,26-35,M,O,other,Not fleeing,screwdriver,Armed,shot,True,False,MN,St. Paul
2015-09-25,2015,9,21.0,18-25,M,W,undetermined,Other,unarmed,Unarmed/Unknown,shot,False,False,OH,Akron
2015-09-25,2015,9,33.0,26-35,M,B,other,Not fleeing,box cutter,Armed,shot and Tasered,False,False,IL,Chicago
2015-09-25,2015,9,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,AZ,Wilhoit
2015-09-26,2015,9,46.0,46-55,M,B,attack,Not fleeing,knife,Armed,shot,False,False,LA,Baton Rouge
2015-09-26,2015,9,23.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NM,Lovington
2015-09-27,2015,9,37.0,36-45,F,H,other,Not fleeing,knife,Armed,shot,True,True,CA,Los Angeles
2015-09-27,2015,9,43.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Rossville
2015-09-27,2015,9,40.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,TX,Ponder
2015-09-28,2015,9,31.0,26-35,M,B,attack,Foot,unarmed,Unarmed/Unknown,shot and Tasered,False,False,FL,Miami
2015-09-28,2015,9,59.0,56-65,M,H,attack,Not fleeing,toy weapon,Armed,shot,False,True,CA,San Ysidro
2015-09-29,2015,9,46.0,46-55,M,N,attack,Not fleeing,blunt object,Armed,shot,False,False,SD,Rapid City
2015-09-29,2015,9,37.0,36-45,M,W,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,MN,Mora
2015-09-30,2015,9,28.0,26-35,M,B,attack,Car,gun,Armed,shot,False,False,WV,Beckley
2015-10-02,2015,10,28.0,26-35,M,H,attack,Car,gun,Armed,shot,False,False,AZ,Sierra Vista
2015-10-02,2015,10,26.0,26-35,M,H,attack,Not fleeing,knife,Armed,shot and Tasered,False,False,CA,Rialto
2015-10-02,2015,10,55.0,46-55,F,W,other,Not fleeing,knife,Armed,shot,True,False,OR,Aloha
2015-10-02,2015,10,29.0,26-35,M,W,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,TX,Amarillo
2015-10-04,2015,10,45.0,36-45,M,,undetermined,Not fleeing,beer bottle,Armed,shot,False,False,CA,Van Nuys
2015-10-04,2015,10,27.0,26-35,M,W,attack,Foot,gun,Armed,shot,True,False,AL,Muscle Shoals
2015-10-04,2015,10,31.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,IL,Chicago
2015-10-05,2015,10,51.0,46-55,M,W,attack,Foot,gun,Armed,shot,False,False,TX,Hurst
2015-10-05,2015,10,50.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NJ,Woodbridge
2015-10-05,2015,10,27.0,26-35,M,O,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,OH,Akron
2015-10-05,2015,10,18.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OK,Midwest City
2015-10-06,2015,10,39.0,36-45,M,,attack,Not fleeing,gun,Armed,shot,True,False,CA,Monterey
2015-10-07,2015,10,46.0,46-55,M,H,attack,Not fleeing,machete,Armed,shot,False,False,FL,West Palm Beach
2015-10-09,2015,10,19.0,18-25,M,B,other,Not fleeing,knife,Armed,shot,False,False,MD,Columbia
2015-10-09,2015,10,62.0,56-65,F,,attack,Not fleeing,gun,Armed,shot,False,False,CA,Aguanga
2015-10-10,2015,10,49.0,46-55,M,W,attack,Not fleeing,vehicle,Armed,shot,True,False,MA,Beverly
2015-10-10,2015,10,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CT,Old Saybrook
2015-10-10,2015,10,38.0,36-45,M,W,other,Car,vehicle,Armed,shot,True,False,CA,Pinion Hills
2015-10-10,2015,10,40.0,36-45,M,W,attack,Not fleeing,crossbow,Armed,shot,False,False,MI,Cato Township
2015-10-10,2015,10,35.0,26-35,M,H,undetermined,Not fleeing,unknown weapon,Armed,shot and Tasered,False,False,IL,Lisle
2015-10-11,2015,10,34.0,26-35,M,H,undetermined,Other,undetermined,Unarmed/Unknown,shot,False,False,CA,San Bernardino
2015-10-11,2015,10,44.0,36-45,M,A,attack,Not fleeing,gun,Armed,shot,False,False,LA,Lakes Charles
2015-10-11,2015,10,23.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Taylors
2015-10-11,2015,10,43.0,36-45,M,H,other,Car,machete,Armed,shot,False,False,TX,West Odessa
2015-10-12,2015,10,,,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OK,Lawton
2015-10-12,2015,10,31.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MS,Brookhaven
2015-10-14,2015,10,27.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Cartersville
2015-10-14,2015,10,46.0,46-55,F,W,attack,Car,gun,Armed,shot,True,False,FL,Naples
2015-10-14,2015,10,18.0,18-25,M,H,other,Car,vehicle,Armed,shot,False,False,CA,Indio
2015-10-14,2015,10,59.0,56-65,M,,attack,Not fleeing,gun,Armed,shot,False,False,CA,Seaside
2015-10-14,2015,10,57.0,56-65,M,B,attack,Not fleeing,gun,Armed,shot,False,False,AL,Monroeville
2015-10-15,2015,10,15.0,<18,M,H,attack,Car,gun,Armed,shot,False,False,FL,Miami
2015-10-15,2015,10,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2015-10-15,2015,10,50.0,46-55,F,W,attack,Car,gun,Armed,shot,True,False,NV,Las Vegas
2015-10-15,2015,10,31.0,26-35,M,W,attack,Car,toy weapon,Armed,shot,False,False,OH,Parma
2015-10-15,2015,10,35.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,WA,Kirkland
2015-10-15,2015,10,27.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Francisco
2015-10-15,2015,10,20.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,TX,Houston
2015-10-16,2015,10,27.0,26-35,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,CA,Valinda
2015-10-16,2015,10,45.0,36-45,M,,attack,Not fleeing,gun,Armed,shot,False,False,GA,Barrow County
2015-10-16,2015,10,33.0,26-35,M,B,undetermined,Foot,undetermined,Unarmed/Unknown,shot,False,False,MS,Columbus
2015-10-17,2015,10,22.0,18-25,M,H,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,Modesto
2015-10-17,2015,10,28.0,26-35,M,B,other,Not fleeing,knife,Armed,shot and Tasered,True,False,PA,York
2015-10-18,2015,10,31.0,26-35,M,B,undetermined,Not fleeing,gun,Armed,shot,False,False,FL,Palm Beach Gardens
2015-10-18,2015,10,28.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,True,False,CA,Fresno
2015-10-19,2015,10,53.0,46-55,M,B,attack,Not fleeing,vehicle,Armed,shot,False,False,CA,Los Angeles
2015-10-20,2015,10,30.0,26-35,M,W,attack,Not fleeing,toy weapon,Armed,shot,False,False,KY,Louisville
2015-10-20,2015,10,39.0,36-45,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,San Diego
2015-10-20,2015,10,40.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,NM,Truth or Consequences
2015-10-20,2015,10,30.0,26-35,M,W,attack,Not fleeing,knife,Armed,shot,False,False,LA,Mandeville
2015-10-20,2015,10,21.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,IA,Cedar Rapids
2015-10-21,2015,10,35.0,26-35,M,H,other,Other,knife,Armed,shot,False,False,CA,Calexico
2015-10-21,2015,10,21.0,18-25,M,H,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,West Goshen
2015-10-21,2015,10,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,MI,Kentwood
2015-10-22,2015,10,38.0,36-45,M,B,attack,Not fleeing,knife,Armed,shot,False,False,LA,Shreveport
2015-10-22,2015,10,36.0,36-45,M,B,attack,Car,gun,Armed,shot,False,False,CA,Carmichael
2015-10-22,2015,10,53.0,46-55,M,W,other,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,KY,Pine Top
2015-10-24,2015,10,,,M,,attack,Not fleeing,gun,Armed,shot,False,False,NY,New Paltz
2015-10-24,2015,10,34.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Highgrove
2015-10-24,2015,10,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,True,FL,Cape Coral
2015-10-24,2015,10,30.0,26-35,M,B,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,CA,Cathedral City
2015-10-24,2015,10,28.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OH,Zanesville
2015-10-24,2015,10,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WI,Paddock Lake
2015-10-24,2015,10,49.0,46-55,M,W,attack,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,AK,Kenai Peninsula
2015-10-25,2015,10,36.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,GA,Talking Rock
2015-10-26,2015,10,45.0,36-45,M,B,other,Not fleeing,vehicle,Armed,shot,False,False,MD,Frederick
2015-10-26,2015,10,21.0,18-25,F,B,attack,Not fleeing,gun,Armed,shot,False,False,DC,Washington
2015-10-26,2015,10,18.0,18-25,M,O,attack,Foot,unarmed,Unarmed/Unknown,shot,False,False,FL,Tampa
2015-10-27,2015,10,25.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,True,GA,Savannah
2015-10-28,2015,10,29.0,26-35,M,B,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,CA,Point Loma
2015-10-28,2015,10,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MS,Smithville
2015-10-28,2015,10,34.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,FL,Jacksonville
2015-10-28,2015,10,35.0,26-35,M,W,attack,Car,gun,Armed,shot,False,False,OR,Salem
2015-10-29,2015,10,,,M,B,other,Not fleeing,gun,Armed,shot,False,False,OH,Columbus
2015-10-29,2015,10,18.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,TN,Hohenwald
2015-10-30,2015,10,62.0,56-65,M,W,attack,Other,gun,Armed,shot,False,False,KY,Burkesville
2015-10-30,2015,10,29.0,26-35,M,H,attack,Car,gun,Armed,shot,False,False,TX,Mesquite
2015-10-30,2015,10,25.0,18-25,M,B,other,Foot,gun,Armed,shot,False,False,TX,Houston
2015-10-30,2015,10,30.0,26-35,M,W,attack,Foot,knife,Armed,shot and Tasered,False,False,OK,Norwood
2015-10-31,2015,10,33.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CO,Colorado Springs
2015-10-31,2015,10,56.0,56-65,M,B,other,Car,unarmed,Unarmed/Unknown,shot,False,False,AL,Opelika
2015-11-01,2015,11,49.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MN,Hutchinson
2015-11-01,2015,11,20.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,CA,Eureka
2015-11-01,2015,11,62.0,56-65,M,W,undetermined,Not fleeing,gun,Armed,shot,False,True,ID,Council
2015-11-02,2015,11,62.0,56-65,M,B,attack,Car,gun,Armed,shot,False,False,DC,Washington
2015-11-03,2015,11,6.0,<18,M,W,other,Car,unarmed,Unarmed/Unknown,shot,False,True,LA,Marksville
2015-11-04,2015,11,30.0,26-35,M,W,attack,Foot,gun,Armed,shot,False,False,MO,Springfield
2015-11-04,2015,11,57.0,56-65,M,B,attack,Car,gun,Armed,shot,False,False,TX,Houston
2015-11-04,2015,11,18.0,18-25,M,O,attack,Foot,knife,Armed,shot,False,False,CA,Merced
2015-11-04,2015,11,47.0,46-55,M,W,other,Foot,unarmed,Unarmed/Unknown,shot,False,True,CA,Pacific Beach
2015-11-05,2015,11,48.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WV,Morgantown
2015-11-05,2015,11,20.0,18-25,M,W,attack,Car,gun,Armed,shot,True,False,OK,Hominy
2015-11-05,2015,11,30.0,26-35,M,W,attack,Not fleeing,hammer,Armed,shot,False,False,MO,Lakeshire
2015-11-05,2015,11,36.0,36-45,F,W,attack,Not fleeing,gun,Armed,shot,True,False,SC,Goose Creek
2015-11-06,2015,11,51.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,OR,Portland
2015-11-06,2015,11,55.0,46-55,M,W,other,Car,vehicle,Armed,shot,False,False,NV,Las Vegas
2015-11-06,2015,11,48.0,46-55,M,W,undetermined,Not fleeing,undetermined,Unarmed/Unknown,shot,False,False,NC,Wadesboro
2015-11-09,2015,11,20.0,18-25,M,B,attack,Car,vehicle,Armed,shot,False,False,SC,Spartanburg
2015-11-09,2015,11,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,True,False,TX,North Laredo
2015-11-09,2015,11,26.0,26-35,M,W,attack,Not fleeing,gun,Armed,shot,False,False,WV,Braxton County
2015-11-09,2015,11,45.0,36-45,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Jose
2015-11-09,2015,11,35.0,26-35,M,H,other,Not fleeing,bean-bag gun,Armed,shot and Tasered,False,False,CA,Los Angeles
2015-11-10,2015,11,63.0,56-65,M,W,attack,Not fleeing,toy weapon,Armed,shot,True,False,CO,Colorado Springs
2015-11-10,2015,11,34.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,Chico
2015-11-10,2015,11,36.0,36-45,M,H,other,Car,vehicle,Armed,shot,False,False,CO,Brighton
2015-11-10,2015,11,22.0,18-25,M,W,attack,Not fleeing,gun,Armed,shot,False,False,MT,Dillon
2015-11-11,2015,11,31.0,26-35,M,H,other,Car,vehicle,Armed,shot,False,False,NM,Albuquerque
2015-11-11,2015,11,25.0,18-25,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CA,San Francisco
2015-11-11,2015,11,57.0,56-65,M,W,attack,Not fleeing,gun,Armed,shot,False,False,SC,Aiken
2015-11-11,2015,11,32.0,26-35,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MD,Baltimore
2015-11-12,2015,11,42.0,36-45,M,B,other,Not fleeing,knife,Armed,shot,False,False,CA,Sunnyvale
2015-11-13,2015,11,52.0,46-55,M,W,attack,Not fleeing,toy weapon,Armed,shot,False,False,TN,Gibson County
2015-11-13,2015,11,25.0,18-25,M,H,undetermined,,undetermined,Unarmed/Unknown,shot,False,False,CA,Jurupa Valley
2015-11-13,2015,11,25.0,18-25,M,W,attack,Foot,gun,Armed,shot,False,False,GA,Eden
2015-11-14,2015,11,31.0,26-35,M,H,other,Not fleeing,hammer,Armed,shot,False,False,CA,Jurupa Valley
2015-11-15,2015,11,39.0,36-45,M,B,attack,Not fleeing,toy weapon,Armed,shot,False,False,CA,Oakland
2015-11-15,2015,11,32.0,26-35,M,W,attack,Not fleeing,Taser,Armed,shot and Tasered,False,False,NC,Spring Lake
2015-11-15,2015,11,16.0,<18,M,B,attack,Not fleeing,unknown weapon,Armed,shot,False,False,PA,Germantown
2015-11-15,2015,11,24.0,18-25,M,B,undetermined,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,MN,Minneapolis
2015-11-16,2015,11,28.0,26-35,M,W,undetermined,Car,vehicle,Armed,shot,False,False,TX,Leon County
2015-11-16,2015,11,25.0,18-25,M,W,other,Car,vehicle,Armed,shot,False,False,GA,Whitfield County
2015-11-17,2015,11,41.0,36-45,M,W,undetermined,Car,gun,Armed,shot,False,False,TX,Weatherford
2015-11-17,2015,11,28.0,26-35,M,B,attack,Foot,gun,Armed,shot,True,False,FL,Miami
2015-11-17,2015,11,21.0,18-25,M,B,attack,Not fleeing,gun,Armed,shot,False,False,SC,Cayce
2015-11-17,2015,11,30.0,26-35,M,B,other,Car,vehicle,Armed,shot,False,False,TX,Weatherford
2015-11-17,2015,11,58.0,56-65,M,W,other,Not fleeing,unarmed,Unarmed/Unknown,shot,False,False,GA,Arlington
2015-11-17,2015,11,47.0,46-55,M,W,attack,Not fleeing,gun,Armed,shot,True,False,NJ,Little Egg Harbor
2015-11-18,2015,11,25.0,18-25,M,B,other,Not fleeing,unknown weapon,Armed,shot,False,False,FL,Opa-Locka
2015-11-18,2015,11,44.0,36-45,M,B,attack,Not fleeing,gun,Armed,shot,False,False,MI,Berrien County
2015-11-19,2015,11,34.0,26-35,M,B,attack,,gun,Armed,shot,False,False,FL,Manatee
2015-11-19,2015,11,27.0,26-35,M,B,attack,Not fleeing,knife,Armed,shot,False,False,FL,Fort Pierce
2015-11-19,2015,11,34.0,26-35,M,B,other,Not fleeing,knife,Armed,shot,False,False,DC,Washington
2015-11-20,2015,11,39.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,True,False,GA,Paulding County
2015-11-20,2015,11,29.0,26-35,M,B,attack,Not fleeing,unarmed,Unarmed/Unknown,shot,True,False,CA,Barstow
2015-11-21,2015,11,24.0,18-25,M,W,attack,Foot,unarmed,Unarmed/Unknown,shot,False,False,OK,Colbert
2015-11-22,2015,11,47.0,46-55,M,W,attack,Not fleeing,knife,Armed,shot,True,False,CA,Fontana
2015-11-22,2015,11,45.0,36-45,M,W,attack,Not fleeing,gun,Armed,shot,False,False,NV,Reno
2015-11-22,2015,11,28.0,26-35,M,H,attack,Not fleeing,gun,Armed,shot,False,False,CO,Denver
